name,review-count,cuisines,cost for 2,timings,rating
Naz King,14 reviews,Fast Food,"₹2,500",10:30 AM to 11 PM,3.4
Hablife The Spice - Hablis Hotel,8 reviews,"South Indian, North Indian, Salad, Asian","₹1,000",11 AM to 10 PM,3.2
Tranz Bar,14 reviews,"Finger Food, North Indian, Chinese, Continental",₹200,11 AM to 11 PM,3.1
Hotel Sri Lakshmi Sagar,19 reviews,South Indian,₹150,24 Hours,2.8
The Cake Factory,11 reviews,Bakery,₹250,11 AM to 12 Midnight,-
Shahi Moghul House,20 reviews,Biryani,₹950,"10 AM to 3:30 PM, 7 PM to 10 PM",3.6
Rooftop BBQ,15 reviews,"North Indian, Mughlai",₹500,24 Hours,2.8
De' Bay Leaf,7 reviews,"Continental, North Indian, Chinese, European",₹550,06:30 AM to 10 PM,3.2
Hotel Shiva Shagar,15 reviews,"North Indian, South Indian, Chinese",₹250,11 AM to 11 PM,3.0
Eggsclusive,10 reviews,"Fast Food, Healthy Food",₹250,11 AM to 11 PM,3.5
Hotel Vasantham,22 reviews,"South Indian, North Indian, Chinese","₹1,000",7 AM to 12 Midnight,3.3
Virundhu,10 reviews,"Continental, Chinese, South Indian, North Indian",₹700,"10 AM to 10 PM (Mon-Thu, Sat-Sun), 10 AM to 7 PM (Fri)",3.3
Saibala Grand,6 reviews,"North Indian, Chinese",₹450,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",2.9
Hotel Milan,16 reviews,"Chinese, North Indian, South Indian",₹550,11 AM to 11 PM,3.2
Hotel Virudhunagar,20 reviews,Chettinad,₹500,11 AM to 11 PM,3.3
Chennai Rawther Restaurant,9 reviews,"Biryani, Chinese, North Indian",₹600,11:30 AM to 11:30 PM,3.3
Night Fillers,7 reviews,"Biryani, North Indian, Chinese, Fast Food, South Indian",₹300,7 AM to 11 PM,3.0
Nithya Amirtham Sweets,17 reviews,"Mithai, Street Food","₹1,200",10:30 AM to 10:30 PM,2.7
Mug Shot,12 reviews,"Italian, North Indian, Continental, Mexican","₹1,400",24 Hours,3.3
Young Doo Restaurant,7 reviews,Korean,₹300,11:30 AM to 10:30 PM,2.6
Tripti Foods,5 reviews,"South Indian, North Indian",₹300,11:30 AM to 11 PM,2.8
Bilal Biriyani,16 reviews,"North Indian, Chinese",₹200,09:30 AM to 6:30 PM,3.4
Velu Military Hotel,15 reviews,Chettinad,₹700,"6:30 AM to 10:30 AM, 3:30 PM to 10:30 PM",3.3
The Madras Diner,1 Review,Cafe,₹350,10:30 AM to 11:30 PM,2.7
A Salad Company,7 reviews,"Healthy Food, Continental",₹300,7 AM to 10:30 PM,3.1
Bhai Biryani,9 reviews,Biryani,"₹2,000",9 AM to 10 PM,3.2
The Right Place - The Residency,19 reviews,"Italian, North Indian, South Indian, Continental","₹1,000","12 Noon to 4 PM, 6:30 PM to 10:30 PM",3.3
Bliss Bar,16 reviews,Finger Food,₹150,11 AM to 10:30 PM,3.2
National Lodge,18 reviews,Andhra,₹250,11 AM to 11 PM,2.5
The Brick Oven,10 reviews,"North Indian, Chinese, Continental",₹450,9 AM to 10 PM,3.5
Adyar Sree Bhavan,15 reviews,"South Indian, North Indian",₹850,11 AM to 11 PM,3.4
Konaar's Biryani,13 reviews,"Biryani, South Indian, Chettinad, Charcoal Grill, North Indian, Chinese, Arabian, Mughlai",₹400,6 PM to 11 PM,3.2
Ox & Tomato,8 reviews,"Italian, Continental",₹250,24 Hours,2.4
