name,review-count,cuisines,cost for 2,timings,rating
Punjabi Darbar,4 reviews,North Indian,₹150,9 PM to 4 AM,3.1
Porky's,2 reviews,"Mangalorean, Goan",₹250,"11 AM to 2:30 PM, 7 PM to 9 PM",3.1
Ice Cream Buggy,3 reviews,"Ice Cream, Desserts",₹150,11 AM to 11 PM,-
Malabar Restaurant,5 reviews,Kerala,₹100,8 AM to 10 PM,3.1
Sri Sai Saravana Bhavan,4 reviews,"South Indian, Fast Food",₹300,10 AM to 10 PM,-
Curry In Hurry,2 reviews,"North Indian, South Indian",₹400,6:30 AM to 9 PM,3.0
Food At Midnight,3 reviews,"Chinese, Desserts, North Indian, Street Food",₹300,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.1
Kolkata Rolls Corner,4 reviews,Fast Food,₹300,"12 Noon to 4 PM, 7 PM to 11 PM",3.1
Papi Chulo,2 reviews,Continental,₹300,"8 AM to 12:30 PM, 4:30 PM to 10:30 PM",3.1
Ambur Biryani,3 reviews,"Biryani, South Indian",₹400,7 AM to 10 PM,3.1
Gopi Da Dhabha,5 reviews,"North Indian, Chinese",₹150,4 PM to 10:30 PM,3.0
Cahira's Kitchen,6 reviews,"North Indian, South Indian, Chinese",₹150,10 AM to 10:30 PM,3.1
Mini Fast Food,1 Review,Kerala,₹250,11:30 AM to 11:30 PM,3.1
Chefy's,2 reviews,"North Indian, Mughlai",₹450,9 AM to 7:30 PM,-
Aradhana Upahara,6 reviews,"South Indian, North Indian, Chinese",₹400,7:30 AM to 10:30 PM,3.0
Prasidhi Restaurant,3 reviews,"South Indian, Street Food",₹150,"12 Noon to 3:30 PM, 6:30 PM to 10:30 PM",3.0
Bhagyalakshmi,3 reviews,North Indian,₹150,12 Noon to 11 PM,3.1
Juice It Up,4 reviews,Desserts,₹500,11 AM to 11 PM,3.0
Bollywood Grill,4 reviews,North Indian,₹400,9 AM to 9:30 PM,3.1
Double Decker,3 reviews,Fast Food,"₹1,000",7 AM to 10:30 PM,2.9
Sri Dharmasthala Grand,3 reviews,"North Indian, South Indian",₹400,5 PM to 2 AM,3.1
Sindh Kitchen,6 reviews,"North Indian, Sindhi","₹1,000","11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.1
Arya's Food Corner,2 reviews,South Indian,₹400,8 AM to 11:30 PM,2.9
Bells & Candles,3 reviews,Bakery,₹100,9:30 AM to 9 PM,3.1
Festa Kitchen,2 reviews,North Indian,₹200,9 AM to 10 PM,2.9
Crunch Bytz,2 reviews,Fast Food,₹600,9 AM to 12:30 AM,-
Hungry Lion,1 Review,"Chinese, Street Food, Fast Food",₹500,12 Noon to 10:30 PM,3.1
Kolkatta Mess,4 reviews,North Indian,₹400,10 AM to 8 PM,-
Om Sri Sai Ram Juice Centre,3 reviews,"Juices, Street Food",₹300,12:30 PM to 11:30 PM,3.0
Afreen Taj Dum Biriyani,4 reviews,"Biryani, Mughlai","₹1,000","11:30 AM to 3:30 PM, 7 PM to 11:30 PM",3.1
Jugo Fresh,2 reviews,"Juices, Beverages",₹400,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.1
Cane Recipes,4 reviews,Juices,₹200,"7 AM to 3 PM, 7:30 PM to 10:30 PM",3.1
Rawalpindi  Express,4 reviews,North Indian,₹150,11 AM to 9 PM,3.1
Surya Family Restaurant,5 reviews,"North Indian, Biryani",₹300,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.1
Pavana Veg Restaurant,3 reviews,"North Indian, South Indian, Chinese",₹300,8 AM to 10:30 PM,2.8
Shamima Kitchen,5 reviews,North Indian,₹200,7 AM to 10 PM,3.1
Sri Ranganatha Hotel,2 reviews,North Indian,"₹1,000",11 AM to 10:30 PM,3.1
Spices The Food Joint,5 reviews,"North Indian, Mangalorean",₹450,"12 Noon to 2 PM (Mon-Fri), Sat & Sun Closed",3.1
Desi Breakk,4 reviews,North Indian,₹750,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.0
Juice Junction,4 reviews,"Juices, Fast Food",₹600,11 AM to 9:30 PM,2.9
Smoodys,3 reviews,"Fast Food, Juices",₹400,11 AM to 11 PM,-
Kotae Garden,2 reviews,"North Indian, Chinese, Andhra",₹250,"11:30 AM to 3:30 PM, 5 PM to 9:30 PM (Mon-Tue, Thu-Sun), Wed Closed",2.8
Hotel Royal Darbar,1 Review,"North Indian, Chinese",₹100,10:30 AM to 11 PM,3.0
Svadu Sweets & Savouries,5 reviews,"Street Food, Mithai","₹1,800",10 AM to 10 PM,3.0
Basveshwara Khaanavali,2 reviews,South Indian,₹300,11 AM to 10 PM,3.0
Hungry,3 reviews,"North Indian, Chinese",₹700,7 AM to 10:30 PM,-
Doon Food Court,3 reviews,"North Indian, Chinese",₹200,8:30 AM to 10:30 PM,3.0
Glacier - Citrine Hotel,5 reviews,Finger Food,₹250,11:30 AM to 8:30 PM,3.1
Didi's Kitchen,3 reviews,"North Indian, Chinese, Fast Food",₹80,9 AM to 12 Midnight,-
Pelican,2 reviews,"North Indian, Chinese",₹350,11 AM to 11 PM,3.0
FAB Gaming Cafe,5 reviews,Fast Food,₹300,8 AM to 10:30 PM,2.8
Sandhya Veg,6 reviews,South Indian,"₹1,000",07:30 AM to 10 PM,3.0
4Foodiez,3 reviews,"North Indian, South Indian","₹1,200",10 AM to 10 PM,3.0
Red Bawarchi,2 reviews,"North Indian, Chinese","₹1,200",7 PM to 3 AM,3.1
New Grand Restaurant,1 Review,"North Indian, South Indian, Biryani",₹400,10 AM to 10 PM,3.1
CutePorkie,2 reviews,Fast Food,₹150,12 Noon to 10:30 PM,-
Sri Curries & Pickles,3 reviews,"South Indian, Biryani",₹150,11 AM to 11:30 PM,3.0
Samavar,4 reviews,"North Indian, South Indian, Chinese, Continental, Italian",₹300,"11:30 AM to 4 PM, 7 PM to 11 PM",3.1
Cafe Velvette,4 reviews,"American, Cafe, Italian, Continental, Desserts",₹300,12 Noon to 10 PM,3.1
Sreshta Sweets,2 reviews,Desserts,₹200,"11 AM to 3 PM, 6 PM to 10 PM (Mon, Wed-Sun), Tue Closed",3.0
Just Pani Puri,1 Review,Street Food,₹150,12 Noon to 11 PM,3.1
Samprith Gowdru Mudde Hotel,3 reviews,South Indian,₹100,"11:30 AM to 3:30 PM, 7 PM to 11 PM (Mon-Sat), Sun Closed",3.0
Brindavan Veg,4 reviews,"South Indian, North Indian, Chinese",₹400,11:30 AM to 10:30 PM,3.1
Gowdaaa Mane Oota,3 reviews,"North Indian, Chinese",₹250,Mon-Sun (11 AM to 10 PM),3.1
Ranga's Paradise,1 Review,South Indian,₹200,9 AM to 10 PM,-
Bearys Restaurant,5 reviews,"South Indian, North Indian",₹250,10 PM to 4 AM,-
Thespian,4 reviews,"North Indian, Chinese",₹300,"10 AM to 10:30 PM (Mon-Sat),1 PM to 10 PM (Sun)",3.0
White Oak Cafe,1 Review,"Cafe, Fast Food",₹200,7:30 AM to 9 PM,3.1
Chaman's Night Kitchen,4 reviews,"North Indian, Chinese",₹450,7 AM to 10 PM,2.8
Ambur Biryani,3 reviews,Biryani,₹300,7:30 AM to 10 PM,3.1
Jodhpur Sweets,4 reviews,"Desserts, Street Food",₹500,11 AM to 11 PM,2.8
Hide Out - The Golden Tulip,4 reviews,Finger Food,₹300,11 AM to 11 PM,2.8
Favorite Restaurant,3 reviews,"North Indian, Chinese",₹200,11 AM to 11 PM,2.9
The Woodpecker,2 reviews,Pizza,₹200,9:30 AM to 10 PM,3.0
Aditya Sweets,4 reviews,"Desserts, Fast Food, Mithai",₹150,"12 Noon to 3 PM, 6:30 PM to 8:30 PM",-
Ambur Biryani Mess,2 reviews,Biryani,₹250,7 AM to 8 PM,2.9
Iyengar Bakery,2 reviews,Bakery,₹150,11 AM to 11 PM,3.0
Reddy Home Mess,3 reviews,South Indian,"₹1,000","12 Noon to 4 PM, 7 PM to 11 PM",2.9
Ootupura Restaurant,2 reviews,"Chinese, North Indian, Kerala",₹350,11 AM to 11 PM,3.1
H3O,3 reviews,"North Indian, Chinese",₹150,"10 AM to 4 PM, 6 PM to 11 PM",3.1
Linnet Bar & Restaurant,4 reviews,"North Indian, Chinese",₹300,11 AM to 10:30 PM,-
Blue Lagoon,2 reviews,"North Indian, South Indian, Chinese",₹250,"6 PM to 10 PM (Tue-Sun), Mon Closed",3.1
Cheezpper - Italiana,6 reviews,"American, Italian, Continental",₹150,4 PM to 11:30 PM,3.0
MBR Dum Biryani County,2 reviews,"Biryani, North Indian",₹200,6 PM to 11:30 PM,3.2
Karnataka Biryani Point,4 reviews,Biryani,₹250,11:30 AM to 11 PM,2.9
Wow,3 reviews,North Indian,₹250,6 PM to 11 PM,3.0
Star Briyani,3 reviews,Biryani,₹500,8 AM to 11:30 PM,-
Ambur Five Star Dum Biryani,4 reviews,Biryani,₹450,7 AM to 10 PM,2.6
Juice Valley,3 reviews,"Beverages, Fast Food",₹500,7 PM to 5 AM,3.1
Om Ganesh Fruit Juice Centre,3 reviews,"Juices, Ice Cream, Desserts",₹150,"9 AM to 4 PM, 6 PM to 10:30 PM",-
Astro,1 Review,"Cafe, Fast Food",₹650,10:30 AM to 10 PM,-
Aishwarya Sweets,3 reviews,"Desserts, Mithai",₹300,9 AM to 11 PM,2.9
Papa's Biryani,2 reviews,Biryani,₹250,11:30 AM to 11 PM,3.1
Clc.komm,2 reviews,"Desserts, Ice Cream, Fast Food",₹150,"8:30 AM to 7:30 PM (Mon-Sat), Sun Closed",-
Buon Cibo,6 reviews,Fast Food,₹200,11 AM to 11 PM,3.0
The Sweet Paisley,4 reviews,"Desserts, Bakery",₹500,10 AM to 10 PM,2.8
Golden Food Palace,2 reviews,"North Indian, Chinese",₹250,10 AM to 11 PM,3.1
Coorgi Fast Food,2 reviews,Fast Food,₹500,12 Noon to 11 PM,3.0
Neelkamal Sweets,3 reviews,Desserts,₹500,11 AM to 11 PM,3.1
Nitekrave,4 reviews,Fast Food,₹300,1 PM to 8 PM,3.1
Veg Dabba,4 reviews,North Indian,₹500,11 AM to 11 PM,3.1
Ahmad's Chicken Hut,2 reviews,"North Indian, Chinese",₹350,10:30 AM to 10:30 PM,3.1
New Students Corner,4 reviews,Fast Food,₹700,8 AM to 10 PM,-
Prateksha Ice Corner,4 reviews,Desserts,₹250,7 AM to 11 PM,3.0
Bendakaluru Thindi Mane - BTM,1 Review,"South Indian, Fast Food",₹450,8:30 AM to 10:30 PM,3.1
H3O,5 reviews,"North Indian, Chinese",₹200,7:30 AM to 10:30 PM,3.0
Turning Point Restaurant,2 reviews,"Chinese, North Indian",₹400,11 AM to 11 PM,3.1
IDC Kitchen,5 reviews,South Indian,₹250,11 AM to 11 PM,3.0
The Olive,5 reviews,South Indian,₹300,"10 AM to 10 PM (Mon-Sat), Sun Closed",3.0
Metro Chick,1 Review,Fast Food,₹350,9 AM to 10 PM,3.1
Fresh Lemon Soda,4 reviews,"Beverages, Street Food",₹200,8 AM to 10 PM,3.1
V-One Fast Food,3 reviews,"Chinese, Fast Food","₹1,100","7 AM to 3 PM, 7 PM to 10 PM",2.9
Petite Treats,1 Review,"Desserts, Bakery",₹150,11:30 AM to 11:30 PM,-
Suvaai Restaurant,2 reviews,"South Indian, North Indian",₹300,7:30 AM to 11 PM,3.1
Akshatha Nati Style,3 reviews,"South Indian, Chinese",₹200,6 AM to 10 PM,2.9
Tandoori Zone,2 reviews,"North Indian, Mughlai",₹200,11 AM to 10:30 PM,-
Shaadi Ki Biryani,2 reviews,Biryani,₹250,11 AM to 11 PM,3.1
Dosa Sagar,4 reviews,"South Indian, Chinese",₹200,12 Noon to 10 PM,3.1
Sri Annapoorna Vegetarian Restaurant,5 reviews,"Chinese, North Indian, South Indian",₹200,"8 AM to 1 PM, 4 PM to 9 PM",-
Ice-Burg,2 reviews,"Fast Food, Burger",₹500,"8 AM to 2 PM, 4 PM to 10:30 PM",3.0
Adithya Biriyanis,3 reviews,"Biryani, North Indian, Chinese",₹250,"11 AM to 9 PM (Tue-Sun), Mon Closed",-
Juicy,4 reviews,"Desserts, Fast Food",₹150,12:30 PM to 11:30 PM,3.1
Thar Shahi Sweets & Snacks,3 reviews,"North Indian, Mithai",₹250,8 AM to 10 PM,3.0
FoodandSnack.com,3 reviews,"South Indian, North Indian",₹80,9 AM to 9 PM,3.1
North Indian Restaurant,2 reviews,"North Indian, Chinese",₹600,11 AM to 11 PM,3.0
Sangeetha Food Land,3 reviews,"North Indian, Chinese, Seafood",₹200,8 PM to 3 AM,3.2
Jini's Goodies,3 reviews,"Desserts, Bakery",₹400,24 Hours,3.1
Chitu's Kitchen,2 reviews,"North Indian, Chinese",₹400,12 Noon to 11 PM,-
Corn Town Thai & Chinese Restaurant,2 reviews,"Chinese, Thai",₹600,11 AM to 7:30 PM,2.9
East Delicious,2 reviews,"Chinese, Thai",₹100,11 AM to 11 PM,-
Nandana Paradise,3 reviews,"Andhra, North Indian, Chinese",₹300,"7:30 AM to 9:30 PM (Mon-Wed, Fri-Sun), Thu Closed",-
Sweet Nothings Couture Cupcakes,3 reviews,Desserts,₹300,10 AM to 11 PM,3.1
Cauvery Hyderabadi Biryani,2 reviews,"North Indian, Chinese",₹200,8 AM to 11 PM,3.2
Parimala Sweets,2 reviews,"Mithai, Street Food",₹350,4 PM to 10:30 PM,3.3
Rakesh Ladduwala,2 reviews,"Street Food, Mithai",₹250,"11:30 AM to 11:30 PM (Mon-Thu, Sun), 11:30 AM to 1 AM (Fri-Sat)",2.6
Delhi Walle,3 reviews,North Indian,₹150,8 AM to 11 PM,3.0
Feast and Burp,2 reviews,"North Indian, South Indian, Kerala",₹450,11 AM to 11 PM,-
Sree Abhiruchi,4 reviews,"Andhra, Biryani",₹200,3 PM to 11 PM,3.1
Caliber Rolls,3 reviews,Fast Food,₹200,11 AM to 10:30 PM,3.1
La Pizzaria,2 reviews,Italian,₹350,11 AM to 11 PM,-
Joshi's Mumbai Masala,3 reviews,"North Indian, Street Food, Fast Food",₹100,7 AM to 10 PM,3.1
Green Park Family Garden Restaurant,3 reviews,"North Indian, Chinese",₹300,"11 AM to 3:30 PM, 7 PM to 11 PM",3.1
S L N Paratha Center,4 reviews,North Indian,₹350,"11 AM to 10:30 PM (Tue-Sun), Mon Closed",2.9
M&N Chocolates,2 reviews,Desserts,₹400,"11 AM to 4 PM, 7 PM to 11 PM",3.0
Ishwaryam,1 Review,"South Indian, Fast Food",₹100,10 AM to 10 PM,3.1
Jodhpur Sweets & Corner,4 reviews,"Desserts, Street Food",₹200,9 AM to 11 PM,2.9
Indulge,2 reviews,"Bakery, Desserts",₹250,11 AM to 11 PM,3.0
Crumbs n Creams,1 Review,"Bakery, Desserts",₹300,11 AM to 11 PM,3.1
Vichoos Pastry World,1 Review,"Bakery, Desserts",₹300,11 AM to 11 PM,3.0
Shri Vinayaka Ice N Juice,3 reviews,"Fast Food, Beverages",₹300,7 AM to 10:30 PM,3.0
The Bakery World,4 reviews,"Bakery, Desserts",₹400,11 AM to 11 PM,3.0
Sree Ganesha Fruit Juice Centre,2 reviews,Juices,₹250,10 AM to 10 PM,3.1
Yum Kitchen,2 reviews,"North Indian, Chinese",₹300,10 AM to 10 PM,3.0
Samba Shake N Juice,1 Review,"Fast Food, Juices",₹400,5:30 PM to 9:30 PM,-
Tandoori Junction,4 reviews,"North Indian, South Indian","₹1,200",8 AM to 10 PM,2.9
Al Fah Family Restaurant,1 Review,"South Indian, North Indian, Chinese",₹350,10:30 AM to 11:30 PM,3.0
Darbari Biriyani,5 reviews,Biryani,₹400,7:30 AM to 11 AM,2.8
Arabian Smoothie,5 reviews,Beverages,₹350,"11:30 AM to 4:30 PM, 6:30 PM to 11 PM (Mon-Sat), 7 AM to 11 PM (Sun)",-
Urban Taste,4 reviews,"North Indian, Chinese",₹250,"11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 1 AM (Fri-Sat)",3.0
Hotel Manu,4 reviews,"South Indian, North Indian, Chinese",₹150,"12 Noon to 4 PM, 7 PM to 11 PM",3.0
Temptation Food Court,1 Review,"North Indian, Chinese",₹250,11 AM to 11 PM,3.0
Sapphire Biryani House,4 reviews,Biryani,₹700,"6 AM to 9 PM (Mon-Sat), Sun Closed",3.1
Tikki Tikki,3 reviews,"Street Food, Fast Food",₹300,11 AM to 11 PM,3.0
Cool Park,1 Review,"Beverages, Street Food",₹150,7:30 AM to 10:30 PM,3.1
Food At Night,5 reviews,"North Indian, Chinese",₹600,11 AM to 11 PM,2.9
My Tango Den,4 reviews,"Street Food, Beverages",₹400,11 AM to 11 PM,3.0
Indira Darshini,2 reviews,"South Indian, Vegetarian",₹200,11 AM to 11 PM,2.9
Narayana Veg Treat,4 reviews,"North Indian, South Indian","₹1,000",11 AM to 11 PM,3.0
L J Iyengar Bakery,3 reviews,Bakery,₹150,11 AM to 11 PM,3.0
Hotel Zam Zam,2 reviews,North Indian,"₹1,500",11 AM to 11 PM,3.1
Orchard Fresh,5 reviews,"Ice Cream, Desserts",₹400,"12 Noon to 3 PM, 7 PM to 11 PM",3.0
SS Hyderabad Biryani,4 reviews,"Biryani, Chinese, Seafood",₹900,"11 AM to 11 PM (Mon-Fri), 11 AM to 1 AM (Sat-Sun)",3.0
Ganesh Fruit Juice,1 Review,Juices,₹550,9:30 AM to 12 Midnight,2.9
Vijayawadavari Sandya Andhra Mess,5 reviews,Andhra,₹300,11 AM to 11 PM,3.0
Chamarajpet Non Veg Restaurant,5 reviews,"South Indian, Biryani","₹1,200",10 AM to 10:30 PM,3.0
New Sagar Chicken,4 reviews,"North Indian, Chinese, Biryani",₹300,"12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM (Tue-Sun), Mon Closed",3.0
Homely Curries & Pickles,1 Review,"Biryani, Andhra",₹100,11 AM to 11 PM,2.9
Kabab Mandra,2 reviews,"North Indian, Chinese",₹450,7 AM to 10:30 PM,-
New Punjabi Veg Restaurant,3 reviews,"North Indian, Chinese",₹600,10 AM to 10 PM,2.9
Delhi Darbar Restaurant,2 reviews,"North Indian, Chinese",₹350,8:30 AM to 10 PM,-
Kolkata Biryani and Rolls,5 reviews,"North Indian, Chinese, Bengali","₹1,000","11:30 AM to 3:30 PM, 6:30 PM to 10:30 PM",3.1
Al Broz,2 reviews,"North Indian, Chinese, Mughlai",₹150,"12 Noon to 4 PM, 7 PM to 11 PM",-
Luscious - St. Mark's Hotel,3 reviews,"North Indian, Continental",₹150,"11 AM to 4 PM, 7 PM to 11 PM",3.0
Golden Brown Cafe,2 reviews,Fast Food,₹300,7 AM to 10 PM,-
Fat Chef Biryani Wale,2 reviews,"Biryani, Fast Food",₹300,7 AM to 12 Midnight,3.0
Hell Restaurant,1 Review,"North Indian, Biryani",₹300,"11 AM to 4 PM, 7 PM to 11 PM",3.0
Hotel Metropole,2 reviews,"North Indian, Chinese",₹450,10 AM to 10 PM,3.0
Hotel Shri Raghavendra,2 reviews,"South Indian, North Indian",₹750,"12 Noon to 4 PM (Mon-Sat), Sun Closed",3.1
National Fried Chicken,1 Review,Fast Food,₹400,10:30 AM to 10:30 PM,-
LSD Cafe,4 reviews,"Chinese, Continental, Italian, North Indian",₹350,10:30 AM to 9 PM,-
Ganesh Mess,3 reviews,"Chinese, Street Food",₹900,12 Noon to 10 PM,-
Bells & Candles,2 reviews,Bakery,₹100,12 Noon to 10:30 PM,3.2
Club Magnolia,4 reviews,"North Indian, Biryani, Chinese",₹150,11 AM to 11 PM,-
Al Sheikh Family Restaurant,2 reviews,North Indian,₹150,6:30 PM to 11 PM,3.0
Konark Coffee Shop,3 reviews,"South Indian, Fast Food, Beverages",₹800,11 AM to 11 PM,3.1
3rd Innings,3 reviews,"Burger, Italian, North Indian, Chinese, Finger Food",₹500,9 AM to 10 PM,3.1
Calcutta Chats,3 reviews,Street Food,₹100,11 AM to 11 PM,-
Aquagrill,3 reviews,"Continental, North Indian",₹200,"9 AM to 9 PM (Mon-Fri), 9 AM to 10 PM (Sat-Sun)",3.2
Dreamland Food Corner,3 reviews,"Fast Food, Desserts",₹400,11 AM to 11 PM,3.1
Shakthi Bar and Restaurant,4 reviews,"North Indian, South Indian, Chinese",₹650,2 PM to 10 PM,2.9
Delight Fast Food & Restaurant,3 reviews,"North Indian, Chinese, South Indian",₹700,11 AM to 11 PM,3.2
Kabasa House,3 reviews,Arabian,₹350,11:30 AM to 11 PM,-
The Aqua Bar - Golden Palms Hotel & Spa,3 reviews,Italian,₹250,9 AM to 11 PM,3.0
Cakes & Slices,1 Review,"Bakery, Desserts",₹150,9:30 AM to 9:30 PM,3.1
Lemon Rice,4 reviews,South Indian,₹250,7 AM to 11 PM,3.0
Bharat Cafe,4 reviews,"North Indian, Chinese, Andhra",₹250,11 AM to 11 PM,-
Curry Leaves,2 reviews,Kerala,₹500,11 AM to 11 PM,3.1
Udupi Upahara,1 Review,"South Indian, North Indian",₹100,8 AM to 11:30 PM,3.0
New Karavali Bar And Restaurant,2 reviews,"North Indian, Andhra, Biryani","₹2,000",7 AM to 11 PM,3.1
Basaveshwara Khanavali,4 reviews,South Indian,₹150,8 AM to 8 PM,3.0
Maria Restaurant,5 reviews,South Indian,₹300,7 AM to 10 PM,-
Karnataka Hindu Military Hotel,4 reviews,South Indian,₹800,5 PM to 10:30 PM,3.0
Mintsprint Cafe,3 reviews,Fast Food,₹450,7 AM to 10 PM,3.1
Spicy Crunch Restaurant,3 reviews,"North Indian, South Indian, Kerala, Andhra",₹350,11 AM to 11 PM,3.1
Moriz Eatzone,4 reviews,North Indian,₹300,11 AM to 11 PM,-
Makaranda,3 reviews,"North Indian, Chinese, South Indian, Mughlai",₹250,"8 AM to 4 PM, 7 PM to 11 PM",3.1
Hotel Anand Vihar,2 reviews,"North Indian, Chinese, South Indian, Fast Food, Street Food",₹300,11 AM to 4 PM,3.1
Hotel Prashanth,3 reviews,North Indian,₹350,11 AM to 11 PM,-
Amazing Blue Pub,5 reviews,Finger Food,₹100,11 AM to 11 PM,-
Anand's Chats,4 reviews,Street Food,₹450,12 Noon to 11 PM,3.1
Leo's cafe,1 Review,Fast Food,₹200,7 AM to 10:30 PM,2.9
Foodies Street,4 reviews,"Fast Food, Street Food",₹350,12:30 PM to 11:30 PM,3.0
1195,2 reviews,"Fast Food, American",₹200,11:30 AM to 11:30 PM,-
Zu's Biryani-Tandoor-Grill,4 reviews,"North Indian, Biryani, Fast Food",₹400,"11 AM to 3:30 PM, 6:30 PM to 11 PM",3.1
Royal Tea House,4 reviews,North Indian,₹300,7 AM to 10 PM,3.0
Arafa Juice Center,1 Review,"Juices, Desserts, Fast Food",₹400,8 AM to 10:30 PM,-
Biryani Delicacy,3 reviews,Biryani,₹100,"11 AM to 11 PM (Mon-Thu, Sat-Sun), 2 PM to 11 PM (Fri)",3.2
Deshi Fusion Pizza,3 reviews,"Pizza, Italian",₹100,10 AM to 10 PM,3.0
Midnight Hunger Solutions 24/7,3 reviews,"North Indian, Mughlai, Chinese",₹120,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.0
Maria Restaurant,1 Review,"Chinese, North Indian, South Indian, Kerala",₹700,8 AM to 11 PM,3.1
RoKa,2 reviews,Cafe,₹200,9:30 AM to 10 PM,3.1
Indian Biriyani Hotel,2 reviews,Biryani,₹200,"12:30 PM to 3:30 PM, 6:30 PM to 11 PM",3.0
Sri Rama Tiffins,3 reviews,South Indian,"₹1,200",11 AM to 11 PM,2.9
Chowpati,2 reviews,Fast Food,₹250,10 AM to 10 PM,2.9
Kohinoor Restaurant,4 reviews,"North Indian, South Indian, Chinese","₹1,000",10 AM to 11 PM,-
Siddu's Chats Centre,3 reviews,Street Food,₹150,11 AM to 10:30 PM,3.1
Marea-Bar - Howard Johnson Bengaluru,2 reviews,Finger Food,₹400,9 AM to 12 Midnight,2.9
Hotel New Swagath,3 reviews,"Chinese, North Indian",₹900,9 PM to 4 AM,-
Imperial Plaza,4 reviews,"North Indian, Chinese",₹100,12 Noon to 11:30 PM,3.1
Rooftop Grill Bar,5 reviews,"Continental, Asian, European",₹300,"11:30 AM to 3:30 PM, 7 PM to 11 PM (Tue-Sun), Mon Closed",3.0
Sri Andhra Bhavan,2 reviews,"Andhra, Biryani",₹300,6:30 AM to 10:30 PM,2.9
Curry Cafee,3 reviews,"Andhra, Chinese",₹650,12 Noon to 11 PM,3.1
New Sagarika Fast Food,2 reviews,"Street Food, Chinese, North Indian, South Indian",₹800,"12 Noon to 3 PM, 7 PM to 10 PM (Tue-Sun), Mon Closed",-
Sahana Hotel,4 reviews,South Indian,₹400,7 AM to 11 PM,-
Naga's,2 reviews,"Andhra, Hyderabadi","₹1,000","12:30 PM to 11 PM (Tue-Sun), Mon Closed",3.1
Nisarga Restaurant,4 reviews,South Indian,"₹1,500","11:30 AM to 3:30 PM, 7:30 PM to 10:30 PM",3.2
Sri Ganesh Fruit Juice Centre,1 Review,Juices,₹700,"11 AM to 4 PM, 7 PM to 10 PM",-
Hotel Tabrez,2 reviews,"North Indian, South Indian",₹500,11 AM to 10 PM,3.0
Royal India Kabab Corner,2 reviews,Fast Food,₹300,"7:30 AM to 12 Noon, 4 PM to 11 PM",3.0
Momo Bites,2 reviews,Tibetan,₹200,"11:30 AM to 4:30 PM, 6:30 PM to 10:30 PM",3.1
Imperial Chef,3 reviews,Fast Food,₹350,"8:30 AM to 3:30 PM, 6 PM to 10:30 PM",3.0
Kerala Kitchen,1 Review,"North Indian, South Indian",₹400,8 AM to 10:30 PM,2.9
New Mass Family Restaurant,2 reviews,"Chinese, North Indian",₹400,6 AM to 10:30 PM,-
Kip's Delicacy,3 reviews,"Chinese, Thai",₹100,12 Noon to 11 PM,3.0
Bruhaniya Pure From Nature,2 reviews,Street Food,₹200,10 AM to 11 PM,3.1
Vinay Bhel Corner,3 reviews,Street Food,₹750,11 AM to 11 PM,3.0
G. P. S. Kaapi Thindi,3 reviews,Street Food,₹600,7 AM to 10 PM,-
The Green House Family Restaurant,3 reviews,"North Indian, Chinese",₹200,10 AM to 10 PM,3.1
Brekkie,1 Review,"Healthy Food, Continental",₹250,7:30 AM to 11 PM,3.1
Donne Biriyani House,1 Review,"Biryani, Andhra",₹350,2 PM to 10 PM,3.1
Destination - Salt Edition 3,4 reviews,"North Indian, Chinese, Finger Food",₹200,"8:30 AM to 10 PM (Mon-Sat), Sun Closed",2.9
The Kadal,3 reviews,"Seafood, South Indian, North Indian",₹350,"11 AM to 4 PM, 5 PM to 11 PM",3.1
Mezz 9 Lounge Bar - Tiffanys,4 reviews,North Indian,₹200,"12 Noon to 4 PM, 7 PM to 11 PM",-
Suprabatha Coffee Kendra,1 Review,"South Indian, Beverages",₹300,12 Noon to 10:30 PM,3.1
Garden Gate,3 reviews,North Indian,₹500,11 AM to 11 PM,2.9
Silver Leaf - Ramee Guestline Hotels,5 reviews,"North Indian, Chinese, Continental",₹400,8 AM to 11 PM,3.1
7-Star Ambur Dum Biriyani,4 reviews,Biryani,₹200,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.1
Cafe Idly,2 reviews,South Indian,₹150,"8 AM to 10:30 AM, 11:30 AM to 4 PM, 7 PM to 11 PM",2.9
Makhan Chor,1 Review,North Indian,₹300,11 AM to 9 PM,-
Tadka Singh,4 reviews,"North Indian, Fast Food",₹450,8 AM to 10 PM,-
Palki Grand Multi Cuisine,4 reviews,"North Indian, Chinese, Mangalorean",₹200,11 AM to 11 PM,3.0
Berrylicious,4 reviews,Ice Cream,₹250,"12 Noon to 4 PM, 7 PM to 11 PM",3.1
Tipsy Bull - The Bar Exchange,1 Review,"North Indian, Chinese, Continental, Mexican",₹300,9 AM to 11 PM,3.0
The Hidden Dragon - Golden Palms Hotel & Spa,2 reviews,Chinese,₹100,11 AM to 9 PM,3.0
